기준_년분기_코드,행정동_코드_명,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,시간대_건수~06_매출_건수
20252,난곡동,청과상,489474648,19872,655,1870,0
20252,난곡동,수산물판매,15617727,862,7,20,0
20252,난곡동,육류판매,822089022,26966,861,2323,0
20252,난곡동,핸드폰,133584821,15124,1452,2124,0
20252,난곡동,컴퓨터및주변장치판매,7402902,115,20,5,0
20252,난곡동,편의점,1587546225,206579,35725,57054,24177
20252,난곡동,슈퍼마켓,1027450591,115954,10456,19398,4248
20252,난곡동,노래방,244882516,28736,12328,7854,3219
20252,난곡동,세탁소,18692307,907,72,191,0
20252,난곡동,피부관리실,4000000,10,0,0,0
20252,난곡동,미용실,338477514,9450,891,1593,0
20252,난곡동,자동차미용,14679715,137,18,0,0
20252,난곡동,자동차수리,1023646228,5527,81,801,0
20252,난곡동,PC방,267000000,46970,12983,20915,6284
20252,난곡동,당구장,50277474,2880,5,62,103
20252,난곡동,한의원,444983204,20578,658,895,0
20252,난곡동,치과의원,1306272121,9454,497,1192,0
20252,난곡동,일반의원,2487390101,139706,5074,20571,0
20252,난곡동,스포츠 강습,115566726,280,66,46,0
20252,난곡동,예술학원,75758704,444,25,24,0
20252,난곡동,일반교습학원,764285317,1497,12,99,0
20252,난곡동,커피-음료,367472951,93001,12520,27333,0
20252,난곡동,호프-간이주점,78304277,1703,47,74,464
20252,난곡동,분식전문점,224000324,20537,1677,3235,574
20252,난곡동,치킨전문점,595272156,19859,1564,3086,1334
20252,난곡동,패스트푸드점,62491270,4265,529,1088,0
20252,난곡동,제과점,284322109,30725,2047,4792,0
20252,난곡동,한식음식점,2295619884,61593,4328,8632,32
20252,미성동,조명용품,816405441,6012,0,36,0
20252,미성동,인테리어,1546708720,7909,0,597,0
20252,미성동,철물점,97188142,3829,96,257,0
20252,미성동,가구,66172251,164,0,0,0
20252,미성동,애완동물,46118478,1415,147,169,0
20252,미성동,화초,6578872,361,22,22,0
20252,미성동,섬유제품,69928738,791,0,13,0
20252,미성동,자전거 및 기타운송장비,681724930,4195,150,163,0
20252,미성동,운동/경기용품,94090708,977,30,30,0
20252,미성동,화장품,329539655,2975,89,168,0
20252,미성동,문구,44717784,1424,80,124,0
20252,미성동,의약품,1568133437,110547,7034,11448,0
20252,미성동,시계및귀금속,28127993,42,0,6,0
20252,미성동,안경,454440043,4383,533,693,0
20252,미성동,일반의류,2557131012,37377,1525,2449,0
20252,미성동,청과상,170866433,12920,486,1091,0
20252,미성동,수산물판매,85433737,1255,24,230,0
20252,미성동,육류판매,266980283,11520,185,958,0
20252,미성동,핸드폰,328952328,7871,908,704,0
20252,미성동,컴퓨터및주변장치판매,34773692,211,0,211,0
20252,미성동,편의점,1003066197,95868,24243,27202,8866
20252,미성동,슈퍼마켓,4661313110,479271,51283,98063,35403
20252,미성동,노래방,138070355,1045,52,241,321
20252,미성동,세탁소,246078810,13588,646,1835,0
20252,미성동,피부관리실,129805146,2314,1068,933,0
20252,미성동,네일숍,7939332,177,33,45,0
20252,미성동,미용실,692915219,18327,1716,3169,0
20252,미성동,자동차수리,422556135,2335,58,206,0
20252,미성동,스포츠클럽,283237852,911,273,262,0
20252,미성동,골프연습장,90783892,2044,104,104,0
20252,미성동,당구장,18790010,1044,0,25,0
20252,미성동,한의원,318506469,11377,669,659,0
20252,미성동,치과의원,1547407414,11712,361,747,0
20252,미성동,일반의원,1863284928,72899,3241,6512,0
20252,미성동,스포츠 강습,192111812,1146,32,213,0
20252,미성동,예술학원,323004911,1992,140,671,14
20252,미성동,일반교습학원,1498260911,4058,0,306,8
20252,미성동,커피-음료,233003627,46111,6893,12386,45
20252,미성동,호프-간이주점,420713468,15657,1749,3784,1901
20252,미성동,분식전문점,201664829,17278,1494,3424,5
20252,미성동,치킨전문점,185780390,6816,505,1201,252
20252,미성동,패스트푸드점,31622720,2321,324,632,0
20252,미성동,제과점,463196097,42729,2851,6647,0
20252,미성동,양식음식점,115740012,3134,312,504,0
20252,미성동,중식음식점,157186088,6315,528,896,137
20252,미성동,한식음식점,2948621145,86590,5576,11332,1704
20252,삼성동,인테리어,358803740,16880,778,69,0
20252,삼성동,가전제품,57136286,145,0,0,0
20252,삼성동,화장품,36839314,1014,8,74,0
20252,삼성동,의약품,267101577,23028,928,2827,0
20252,삼성동,시계및귀금속,430643,46,0,0,0
20252,삼성동,안경,53096233,600,89,52,0
20252,삼성동,신발,12650050,385,37,29,0
20252,삼성동,일반의류,570413476,15313,420,159,0
20252,삼성동,반찬가게,149816279,12049,659,147,0
20252,삼성동,청과상,744145610,48579,1440,2118,0
20252,삼성동,수산물판매,1470702299,75907,1045,3917,0
20252,삼성동,육류판매,1265756853,39969,1752,2355,0
20252,삼성동,미곡판매,90000000,1757,0,61,0
20252,삼성동,슈퍼마켓,1598213806,105147,5214,11984,1250
20252,삼성동,여관,23134657,411,123,100,112
20252,삼성동,부동산중개업,510000000,1398,0,1398,0
20252,삼성동,가전제품수리,48588965,336,0,0,0
20252,삼성동,세탁소,65253438,2218,12,306,0
20252,삼성동,네일숍,5811877,106,9,9,0
20252,삼성동,미용실,121539154,5089,164,371,0
20252,삼성동,자동차수리,183833640,919,13,180,0
20252,삼성동,한의원,318071643,13615,311,1887,0
20252,삼성동,치과의원,351657729,2258,352,565,0
20252,삼성동,일반의원,496150199,25864,1386,2679,0
20252,삼성동,스포츠 강습,12677148,24,6,12,0
20252,삼성동,예술학원,22619880,160,0,0,0
20252,삼성동,일반교습학원,277472612,1197,0,0,0
20252,삼성동,커피-음료,4065534,647,95,173,0
20252,삼성동,호프-간이주점,10954896,634,0,0,349
20252,삼성동,분식전문점,134065979,8713,502,1230,11
20252,삼성동,치킨전문점,5437027,288,6,29,0
20252,삼성동,패스트푸드점,374038489,39377,9606,11048,231
20252,삼성동,제과점,14051485,563,165,66,0
20252,삼성동,중식음식점,128619213,5523,116,793,0
20252,삼성동,한식음식점,933699693,40151,2711,6605,75
20252,대학동,화초,64695579,2503,706,948,0
20252,대학동,화장품,3421489,7,0,0,0
20252,대학동,문구,293454191,15362,4157,3447,0
20252,대학동,서적,209298222,7462,2538,1846,0
20252,대학동,의약품,1899571070,160778,28636,34834,1136
20252,대학동,안경,301038894,3938,951,730,0
20252,대학동,일반의류,189148260,5952,0,192,0
20252,대학동,반찬가게,935840430,111665,6212,14811,97
20252,대학동,육류판매,493979299,16462,1396,2112,0
20252,대학동,편의점,2634995873,400835,134482,124381,54875
20252,대학동,슈퍼마켓,1935334654,307680,64091,85015,35719
20252,대학동,노래방,304114408,46461,20903,15700,8867
20252,대학동,부동산중개업,54000000,7670,3486,2124,0
20252,대학동,세탁소,125331822,13536,5303,3797,1285
20252,대학동,피부관리실,25018306,143,7,14,0
20252,대학동,네일숍,39807398,559,59,118,0
20252,대학동,미용실,448893930,15321,2759,4273,47
20252,대학동,스포츠클럽,152197548,823,226,309,56
20252,대학동,PC방,876656565,177055,90472,56665,30865
20252,대학동,당구장,90153647,7250,726,842,586
20252,대학동,한의원,68846495,5993,272,457,0
20252,대학동,치과의원,1354567110,12287,1252,2667,0
20252,대학동,일반의원,1668879291,94376,10474,17041,0
20252,대학동,스포츠 강습,481261037,1714,152,391,0
20252,대학동,예술학원,27375274,240,0,46,0
20252,대학동,일반교습학원,929660443,2903,589,484,0
20252,대학동,커피-음료,1661001125,303866,85584,91018,2496
20252,대학동,호프-간이주점,985703150,23305,6602,7042,4885
20252,대학동,분식전문점,1099471682,107390,25484,27505,1177
20252,대학동,치킨전문점,319024270,17579,3259,4690,799
20252,대학동,패스트푸드점,298330534,22652,6152,6711,21
20252,대학동,제과점,740794536,90397,20855,22087,177
20252,대학동,양식음식점,281311434,12599,2226,3482,174
20252,대학동,일식음식점,672769305,28824,9089,7560,1630
20252,대학동,중식음식점,430229627,30603,6881,7680,38
20252,대학동,한식음식점,6056292911,262844,54753,69659,9922
20252,조원동,조명용품,3266164,325,0,93,0
20252,조원동,인테리어,127573927,2266,0,30,0
20252,조원동,철물점,34938192,1008,23,10,0
20252,조원동,가구,36345181,579,0,83,0
20252,조원동,애완동물,41313255,670,76,164,0
20252,조원동,화초,47564770,1516,293,532,33
20252,조원동,완구,10547881,315,27,26,0
20252,조원동,자전거 및 기타운송장비,164753137,2174,145,353,0
20252,조원동,화장품,193414783,636,45,126,42
20252,조원동,의료기기,10304564,387,0,0,0
20252,조원동,의약품,2744928974,216664,30546,48494,0
20252,조원동,시계및귀금속,309941459,520,0,0,0
20252,조원동,안경,1420625005,15840,5522,5088,0
20252,조원동,신발,46139972,2354,0,108,0
20252,조원동,일반의류,379559292,4661,30,85,0
20252,조원동,반찬가게,32017142446,448824,17750,54512,0
20252,조원동,청과상,2567031248,210324,7692,35712,1103
20252,조원동,수산물판매,73389246,2335,0,195,0
20252,조원동,육류판매,637015399,21157,783,2541,0
20252,조원동,미곡판매,131119896,1424,0,0,0
20252,조원동,핸드폰,880712,44,0,0,0
20252,조원동,컴퓨터및주변장치판매,8161719,979,217,109,0
20252,조원동,편의점,1519405297,225978,57351,79315,31564
20252,조원동,슈퍼마켓,3695937533,344529,51003,94073,25724
20252,조원동,노래방,303678824,13244,5686,4472,999
20252,조원동,여관,153505010,2697,178,376,1132
20252,조원동,세탁소,10348966,352,14,149,0
20252,조원동,피부관리실,113489453,1538,387,413,598
20252,조원동,네일숍,19941417,250,42,44,0
20252,조원동,미용실,681240474,16823,2318,5415,0
20252,조원동,자동차수리,2099777821,9277,525,2537,0
20252,조원동,스포츠클럽,147090714,635,262,280,0
20252,조원동,PC방,54000000,9839,5080,2783,1283
20252,조원동,당구장,62526090,2974,179,289,463
20252,조원동,한의원,1381114981,29759,3112,7310,0
20252,조원동,치과의원,1569739321,6218,688,1396,0
20252,조원동,일반의원,2806565690,98550,10000,16661,0
20252,조원동,스포츠 강습,113329187,559,0,60,0
20252,조원동,예술학원,147861366,999,69,133,0
20252,조원동,일반교습학원,322065441,628,0,148,0
20252,조원동,커피-음료,713515369,89889,17998,29070,547
20252,조원동,호프-간이주점,1815071142,31369,3309,8436,5750
20252,조원동,분식전문점,906008043,80591,15194,24440,4754
20252,조원동,치킨전문점,305404661,9220,1411,2384,695
20252,조원동,패스트푸드점,1342163813,126007,30356,46808,9501
20252,조원동,제과점,166150942,16972,2943,4862,15
20252,조원동,양식음식점,40449029,636,96,297,0
20252,조원동,일식음식점,311793547,7226,1540,2718,0
20252,조원동,중식음식점,941518921,25599,1988,5258,130
20252,조원동,한식음식점,9873996506,272425,23490,52474,9166
20252,난향동,의약품,257486749,17797,750,1945,0
20252,난향동,일반의류,78680510,3092,93,46,0
20252,난향동,청과상,517355,43,0,0,0
20252,난향동,육류판매,67833457,2667,59,323,0
20252,난향동,슈퍼마켓,557086140,59245,1686,8142,1058
20252,난향동,세탁소,123075663,4284,208,634,0
20252,난향동,미용실,46044394,1111,50,129,0
20252,난향동,골프연습장,20362961,545,0,27,10
20252,난향동,한의원,84304462,5587,55,636,0
20252,난향동,치과의원,489407514,2241,80,196,0
20252,난향동,일반의원,772957596,90126,1534,6002,0
20252,난향동,스포츠 강습,132377156,702,0,83,0
20252,난향동,예술학원,241194688,1497,0,117,0
20252,난향동,일반교습학원,274817204,954,0,56,7
20252,난향동,커피-음료,19603724,3647,258,1544,0
20252,난향동,호프-간이주점,54775014,912,135,95,241
20252,난향동,분식전문점,10094328,1544,159,236,0
20252,난향동,치킨전문점,53903854,1704,48,224,12
20252,난향동,제과점,32796261,3128,306,543,39
20252,난향동,한식음식점,645111455,19993,2085,1892,0
20252,신림동,전자상거래업,208060513,252,54,54,0
20252,신림동,조명용품,463332900,6614,98,1265,0
20252,신림동,인테리어,55118366,263,0,88,0
20252,신림동,가구,174102976,195,0,0,0
20252,신림동,애완동물,109627270,1866,316,622,0
20252,신림동,화장품,50065951,2355,360,622,0
20252,신림동,의료기기,1136420742,1113,0,101,0
20252,신림동,의약품,3910556365,279126,51353,72589,8
20252,신림동,시계및귀금속,45204785,136,11,12,0
20252,신림동,안경,848419948,10647,3081,3145,0
20252,신림동,신발,4204140,104,13,12,0
20252,신림동,일반의류,2210820303,18954,476,1543,0
20252,신림동,반찬가게,33571478,190,47,0,0
20252,신림동,청과상,6861073,845,41,248,0
20252,신림동,육류판매,1389858043,8089,1313,2458,73
20252,신림동,핸드폰,271623,27,0,0,0
20252,신림동,편의점,6175886693,809408,240820,309405,127278
20252,신림동,슈퍼마켓,4767085682,580489,147256,196409,46144
20252,신림동,노래방,740832026,46816,20173,18204,8677
20252,신림동,여관,1050415553,25627,6041,7841,7262
20252,신림동,세탁소,352487838,55513,21718,21049,5499
20252,신림동,피부관리실,227937457,3276,1372,1004,33
20252,신림동,네일숍,102721151,1147,213,625,24
20252,신림동,미용실,1143273902,21656,6050,8843,0
20252,신림동,자동차수리,923664922,3197,86,698,0
20252,신림동,스포츠클럽,654628808,11229,2152,6792,880
20252,신림동,PC방,113462945,24753,12748,8555,3897
20252,신림동,골프연습장,25378285,53,0,11,0
20252,신림동,당구장,64529125,4867,181,582,735
20252,신림동,한의원,528369999,15294,1950,3105,0
20252,신림동,치과의원,2878984285,20330,5300,4803,0
20252,신림동,일반의원,8843028377,231742,44047,63925,12
20252,신림동,스포츠 강습,119450406,310,124,115,0
20252,신림동,예술학원,186362977,236,0,0,20
20252,신림동,커피-음료,1723078295,297511,78879,119027,9496
20252,신림동,호프-간이주점,5328751386,135052,36809,55138,37280
20252,신림동,분식전문점,1141533958,118273,22998,37984,11956
20252,신림동,치킨전문점,111264935,6217,931,1960,1025
20252,신림동,패스트푸드점,62453961,4940,1781,1957,5
20252,신림동,제과점,104951367,14161,3048,4760,21
20252,신림동,양식음식점,18999303,429,174,203,0
20252,신림동,일식음식점,124360362,4945,1480,2034,35
20252,신림동,중식음식점,399926348,16598,3225,5749,1897
20252,신림동,한식음식점,16555547238,410506,74132,125768,33100
20252,신사동,인테리어,46479986,270,0,0,0
20252,신사동,철물점,76954128,4414,209,489,0
20252,신사동,가전제품,12292978,95,0,0,0
20252,신사동,애완동물,4527760,196,6,18,0
20252,신사동,화초,4550680,125,32,10,0
20252,신사동,섬유제품,66732532,1361,24,74,0
20252,신사동,화장품,118236439,3619,148,136,0
20252,신사동,의약품,1740703849,136402,11039,21628,0
20252,신사동,시계및귀금속,14774910,316,0,27,0
20252,신사동,안경,193030210,2214,469,496,0
20252,신사동,신발,17006475,857,24,54,0
20252,신사동,일반의류,140518355,4811,179,251,0
20252,신사동,반찬가게,731984270,66915,8112,7913,0
20252,신사동,청과상,1134147031,109905,3329,7105,0
20252,신사동,수산물판매,189999607,13973,429,738,0
20252,신사동,육류판매,1176341500,60677,3097,6062,0
20252,신사동,미곡판매,15223583,657,6,19,0
20252,신사동,핸드폰,66329631,5678,785,785,0
20252,신사동,컴퓨터및주변장치판매,989275,180,0,180,0
20252,신사동,편의점,2882010230,421894,95422,139295,59314
20252,신사동,슈퍼마켓,1811621178,221228,35973,57789,10325
20252,신사동,노래방,496999416,16975,6474,5776,4990
20252,신사동,가전제품수리,94675756,2531,124,679,0
20252,신사동,세탁소,454376784,23243,6185,8127,1047
20252,신사동,피부관리실,24302195,228,52,99,0
20252,신사동,네일숍,9410836,157,48,66,0
20252,신사동,미용실,1033204397,28015,3956,6713,11
20252,신사동,자동차수리,883344323,3741,101,797,0
20252,신사동,스포츠클럽,19445695,210,84,62,4
20252,신사동,PC방,295154430,50813,18336,15685,6646
20252,신사동,당구장,57851509,3647,266,279,368
20252,신사동,한의원,497568377,18704,985,1327,0
20252,신사동,치과의원,1723771439,14299,1023,2266,0
20252,신사동,일반의원,3584019739,194450,12748,25722,0
20252,신사동,스포츠 강습,93940362,493,75,86,0
20252,신사동,예술학원,54000000,526,0,0,0
20252,신사동,일반교습학원,824836253,2103,0,43,0
20252,신사동,커피-음료,214199728,33578,11188,10918,1809
20252,신사동,호프-간이주점,1027948752,19862,3436,5311,5466
20252,신사동,분식전문점,418115211,46548,6747,10281,3346
20252,신사동,치킨전문점,147644646,9025,1284,2643,193
20252,신사동,패스트푸드점,91355090,7033,2372,2710,0
20252,신사동,제과점,694187240,68951,9769,13398,105
20252,신사동,일식음식점,20916385,312,84,36,12
20252,신사동,중식음식점,115442211,2092,225,308,0
20252,신사동,한식음식점,4027819257,126305,13837,25953,4802
20252,서림동,전자상거래업,9000000,309,123,124,2
20252,서림동,인테리어,45676895,1403,75,160,0
20252,서림동,철물점,6368550,472,0,0,0
20252,서림동,가구,25613213,89,12,0,0
20252,서림동,화초,226176120,5211,218,636,0
20252,서림동,운동/경기용품,43748648,2127,224,544,0
20252,서림동,의약품,984227360,85709,7559,14483,0
20252,서림동,일반의류,232179097,3738,50,171,0
20252,서림동,반찬가게,45000000,11775,3208,4580,1612
20252,서림동,청과상,5482489,331,16,73,0
20252,서림동,육류판매,315719245,10421,773,1780,0
20252,서림동,미곡판매,2559869,48,0,0,0
20252,서림동,편의점,1675984518,245401,57631,79130,30390
20252,서림동,슈퍼마켓,2643990576,302271,44577,74680,24406
20252,서림동,노래방,14711468,278,7,77,95
20252,서림동,부동산중개업,201893573,408,0,408,0
20252,서림동,가전제품수리,24000000,55,0,0,0
20252,서림동,세탁소,31716477,4777,1360,2052,651
20252,서림동,미용실,132386489,4967,424,949,0
20252,서림동,자동차미용,42437830,839,23,202,0
20252,서림동,자동차수리,470985072,2917,157,621,0
20252,서림동,스포츠클럽,209041578,440,121,178,0
20252,서림동,PC방,192666039,38169,14908,14016,7635
20252,서림동,골프연습장,5454343,18,0,18,0
20252,서림동,당구장,36983647,2316,205,11,270
20252,서림동,한의원,237235783,12541,988,2188,0
20252,서림동,치과의원,926534361,3899,182,272,0
20252,서림동,일반의원,603663515,55298,4122,7329,0
20252,서림동,스포츠 강습,107384177,448,53,37,0
20252,서림동,예술학원,15035537,96,0,0,0
20252,서림동,일반교습학원,460263275,1306,103,80,0
20252,서림동,커피-음료,296056432,56116,15437,19735,236
20252,서림동,호프-간이주점,408655568,15858,3191,3679,1793
20252,서림동,분식전문점,34848700,4426,749,1587,12
20252,서림동,치킨전문점,89273200,3029,373,640,412
20252,서림동,패스트푸드점,196053468,4808,935,935,110
20252,서림동,제과점,202045000,20254,3112,5081,36
20252,서림동,일식음식점,143279736,3912,483,540,0
20252,서림동,중식음식점,179647208,8014,791,1955,0
20252,서림동,한식음식점,2802525187,87211,9823,16555,2891
20252,신원동,인테리어,20567150,271,0,0,0
20252,신원동,철물점,47159794,3160,50,316,0
20252,신원동,애완동물,209418472,7606,1378,1561,0
20252,신원동,화초,103514165,5553,763,935,0
20252,신원동,섬유제품,33852238,936,20,70,0
20252,신원동,화장품,89316570,253,0,15,0
20252,신원동,의료기기,26351351,46,0,0,0
20252,신원동,의약품,650769173,48880,2023,7642,0
20252,신원동,시계및귀금속,138516491,329,16,8,0
20252,신원동,일반의류,241518604,3692,64,102,0
20252,신원동,반찬가게,1616157758,39922,1983,3588,76
20252,신원동,청과상,3132735006,183113,6574,14789,0
20252,신원동,수산물판매,1064663179,61706,1055,3312,0
20252,신원동,육류판매,1558202763,74380,5393,11105,0
20252,신원동,편의점,816563696,116244,30930,41811,16740
20252,신원동,슈퍼마켓,2138397462,204887,16999,38075,10227
20252,신원동,노래방,68874291,853,95,93,341
20252,신원동,가전제품수리,55943737,493,25,18,0
20252,신원동,세탁소,95901027,13606,4769,4003,1082
20252,신원동,피부관리실,38130082,85,0,0,0
20252,신원동,네일숍,26053601,105,23,3,0
20252,신원동,미용실,191607431,5579,429,987,0
20252,신원동,자동차수리,85321257,360,70,49,0
20252,신원동,한의원,106393600,3479,29,0,0
20252,신원동,일반의원,277859331,21413,870,2279,0
20252,신원동,스포츠 강습,129738182,807,42,112,0
20252,신원동,예술학원,46029306,247,0,6,0
20252,신원동,일반교습학원,138934790,363,0,87,0
20252,신원동,커피-음료,114993317,24457,3472,7353,5
20252,신원동,호프-간이주점,549447833,11040,1343,2292,2945
20252,신원동,분식전문점,189681820,22187,2482,4386,36
20252,신원동,치킨전문점,13295697,1139,56,188,0
20252,신원동,패스트푸드점,51016329,2447,272,530,154
20252,신원동,제과점,127172718,12126,1396,2216,0
20252,신원동,일식음식점,48187358,2106,328,492,5
20252,신원동,중식음식점,30416052,1636,155,467,0
20252,신원동,한식음식점,4734885748,206853,14548,32023,21466
20252,서원동,조명용품,140455036,1129,0,32,0
20252,서원동,인테리어,48273367,1239,88,88,0
20252,서원동,화초,91103157,4659,2042,1783,0
20252,서원동,완구,81247946,2838,99,287,0
20252,서원동,화장품,532880018,8208,3367,2644,43
20252,서원동,서적,101958567,3066,984,864,0
20252,서원동,의약품,3550802565,173540,26195,36741,0
20252,서원동,시계및귀금속,397214959,1538,247,358,0
20252,서원동,안경,955538867,15798,6684,4829,0
20252,서원동,신발,1069602340,10762,2721,3317,0
20252,서원동,일반의류,2571224337,51859,14538,14228,300
20252,서원동,육류판매,525201416,20749,2762,4585,0
20252,서원동,편의점,5087677746,583407,169914,195545,61677
20252,서원동,슈퍼마켓,3431423454,465329,126384,148390,43499
20252,서원동,노래방,478902408,65863,33094,22983,10113
20252,서원동,여관,62698462,1332,413,431,645
20252,서원동,세탁소,91423411,8152,2976,2805,637
20252,서원동,피부관리실,530258924,7717,3580,2243,21
20252,서원동,네일숍,27677524,492,119,204,0
20252,서원동,미용실,988652941,22266,4586,7623,8
20252,서원동,자동차수리,643464077,2956,155,551,0
20252,서원동,스포츠클럽,13555987,55,15,25,0
20252,서원동,PC방,1327917396,238009,130343,67087,40308
20252,서원동,당구장,261261539,10344,3904,3851,557
20252,서원동,한의원,195828898,5645,438,1403,0
20252,서원동,치과의원,1699306863,12729,2253,4047,0
20252,서원동,일반의원,1138414606,53652,3457,6132,0
20252,서원동,스포츠 강습,174328251,588,190,119,0
20252,서원동,예술학원,424073364,1257,250,260,14
20252,서원동,일반교습학원,83103561,167,0,24,0
20252,서원동,커피-음료,2805379169,447623,154813,153550,4420
20252,서원동,호프-간이주점,7223549404,163370,65684,60837,62800
20252,서원동,분식전문점,1515842087,190128,51312,59266,3522
20252,서원동,치킨전문점,331717009,8991,2315,2414,926
20252,서원동,패스트푸드점,882453101,92670,26133,33937,7189
20252,서원동,제과점,284556754,32249,5129,7627,0
20252,서원동,양식음식점,611346618,14074,4158,5017,656
20252,서원동,일식음식점,963212191,28951,8356,8768,21
20252,서원동,중식음식점,245347176,16464,5576,3941,350
20252,서원동,한식음식점,14208384854,453842,105882,144164,33403
20252,남현동,운동/경기용품,31882174,68,0,0,0
20252,남현동,화장품,26922765,76,0,7,0
20252,남현동,서적,56794862,167,0,0,0
20252,남현동,의약품,2007246892,143736,16471,32486,29
20252,남현동,안경,401296118,8120,3851,2170,0
20252,남현동,일반의류,691630251,9368,148,473,0
20252,남현동,반찬가게,2283110926,32258,11764,8349,0
20252,남현동,청과상,336514762,28553,957,3244,0
20252,남현동,육류판매,34448486,933,34,83,0
20252,남현동,편의점,2708428921,368163,91102,125319,32397
20252,남현동,슈퍼마켓,2093711303,151520,25675,46194,5951
20252,남현동,노래방,124592488,6232,2023,2255,724
20252,남현동,여관,546572236,19318,6488,6532,3441
20252,남현동,세탁소,116863276,5475,1171,1684,102
20252,남현동,피부관리실,39127184,615,200,247,0
20252,남현동,네일숍,68590065,962,331,305,0
20252,남현동,미용실,681963044,20762,2513,4310,0
20252,남현동,자동차수리,644568712,4119,224,1227,0
20252,남현동,스포츠클럽,21054786,13,0,13,0
20252,남현동,골프연습장,372801070,6479,1735,1678,560
20252,남현동,한의원,876232948,20916,681,2028,0
20252,남현동,치과의원,1357673394,10296,1127,1467,0
20252,남현동,일반의원,2596604403,58906,4345,12294,0
20252,남현동,스포츠 강습,281416228,763,138,328,0
20252,남현동,예술학원,259145569,1003,79,296,0
20252,남현동,일반교습학원,177699259,718,52,46,0
20252,남현동,커피-음료,887400821,170897,40378,54846,0
20252,남현동,호프-간이주점,2232903175,43571,12222,15550,7765
20252,남현동,분식전문점,540266713,56112,10887,15121,196
20252,남현동,치킨전문점,691110615,17623,3259,5271,1056
20252,남현동,패스트푸드점,189789169,19585,5543,6475,0
20252,남현동,제과점,542276565,57186,11771,16180,0
20252,남현동,일식음식점,472088324,12039,2215,3188,562
20252,남현동,중식음식점,596752916,21735,6058,6352,22
20252,남현동,한식음식점,6332952983,149616,23542,38347,6124
20252,인헌동,조명용품,140823877,10323,302,1270,0
20252,인헌동,인테리어,1225581,82,7,0,0
20252,인헌동,철물점,56786900,3392,173,203,0
20252,인헌동,애완동물,25331793,1144,138,270,0
20252,인헌동,섬유제품,110119777,1471,7,178,0
20252,인헌동,화장품,159983891,2145,50,113,0
20252,인헌동,문구,11796541,744,36,103,0
20252,인헌동,서적,10001866,2198,90,60,0
20252,인헌동,의약품,3356279901,264219,35629,60874,0
20252,인헌동,시계및귀금속,36987245,375,0,46,0
20252,인헌동,안경,350672873,2370,424,781,0
20252,인헌동,가방,25073832,992,33,44,0
20252,인헌동,신발,483070933,3722,105,292,0
20252,인헌동,일반의류,840686817,12134,576,1234,0
20252,인헌동,반찬가게,335524914,37904,1635,5457,0
20252,인헌동,청과상,4498511568,403373,13927,45635,0
20252,인헌동,수산물판매,1229290088,77446,1811,4942,0
20252,인헌동,육류판매,2924550237,114907,6774,14880,0
20252,인헌동,편의점,2442538223,330651,70700,110044,24507
20252,인헌동,슈퍼마켓,809170160,92162,11385,21067,1854
20252,인헌동,노래방,175920235,6947,2560,2513,1192
20252,인헌동,세탁소,341546053,35540,8323,13085,2179
20252,인헌동,피부관리실,83746709,383,131,67,34
20252,인헌동,네일숍,21276638,388,41,111,0
20252,인헌동,미용실,620169959,15387,2704,4554,0
20252,인헌동,자동차수리,9621772,101,0,13,0
20252,인헌동,스포츠클럽,79757686,598,142,219,0
20252,인헌동,당구장,28756467,653,122,102,24
20252,인헌동,한의원,1620464501,49357,2309,6181,0
20252,인헌동,치과의원,1563569523,13368,896,2332,0
20252,인헌동,일반의원,6585931124,240093,22854,43474,0
20252,인헌동,스포츠 강습,131083902,480,109,146,0
20252,인헌동,예술학원,47409799,287,0,0,0
20252,인헌동,일반교습학원,401389767,1093,0,69,0
20252,인헌동,커피-음료,1017007412,180431,41168,64568,267
20252,인헌동,호프-간이주점,1402856969,24515,3815,6811,6993
20252,인헌동,분식전문점,854843395,80972,11007,24238,352
20252,인헌동,치킨전문점,361690051,12452,2202,3735,187
20252,인헌동,패스트푸드점,37761682,2259,318,589,0
20252,인헌동,제과점,413817926,50091,6061,11051,5
20252,인헌동,일식음식점,184112983,9223,2349,3131,0
20252,인헌동,중식음식점,260257121,11857,999,2446,0
20252,인헌동,한식음식점,4612181810,198279,26389,47698,7700
20252,중앙동,조명용품,278129379,7790,0,2114,0
20252,중앙동,인테리어,3709091,155,0,0,0
20252,중앙동,철물점,100263925,8350,238,399,0
20252,중앙동,가전제품,7491436,91,0,10,0
20252,중앙동,가구,2061611,7,0,0,0
20252,중앙동,화장품,147234720,1294,106,333,0
20252,중앙동,서적,342741969,2071,19,219,0
20252,중앙동,의약품,3652011049,269783,24379,50602,0
20252,중앙동,시계및귀금속,4000000,48,0,0,0
20252,중앙동,안경,434787970,3259,464,540,0
20252,중앙동,일반의류,276148134,5445,87,278,0
20252,중앙동,육류판매,385340006,9893,270,881,0
20252,중앙동,핸드폰,3960340,402,45,0,0
20252,중앙동,편의점,1816283339,280781,65279,90920,26585
20252,중앙동,슈퍼마켓,4206985463,294134,52294,73601,16299
20252,중앙동,노래방,228399698,2068,318,1210,1186
20252,중앙동,세탁소,51326906,4956,1404,1814,251
20252,중앙동,피부관리실,45355965,75,15,43,0
20252,중앙동,네일숍,63418437,965,148,446,0
20252,중앙동,미용실,911160548,16945,2704,3912,0
